company_id,code,name,type,nature,parent_code,is_active,is_system,description,id,created_date,updated_date,created_by_id,is_sample
"692b9225a365c642692f4d14","4","RECEITAS","receita","credora","","true","false","","692b922bebd4801701629bad","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","4.1","Receitas Operacionais","receita","credora","4","true","false","","692b922bebd4801701629bae","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","4.1.1","Vendas","receita","credora","4.1","true","true","","692b922bebd4801701629baf","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","4.1.2","Serviços","receita","credora","4.1","true","true","","692b922bebd4801701629bb0","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","5","DESPESAS","despesa","devedora","","true","false","","692b922bebd4801701629bb1","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","5.1","Despesas Operacionais","despesa","devedora","5","true","false","","692b922bebd4801701629bb2","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","5.1.1","Energia","despesa","devedora","5.1","true","true","","692b922bebd4801701629bb3","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","5.1.2","Aluguel","despesa","devedora","5.1","true","true","","692b922bebd4801701629bb4","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"692b9225a365c642692f4d14","5.1.3","Salários","despesa","devedora","5.1","true","true","","692b922bebd4801701629bb5","2025-11-30T00:39:07.823000","2025-11-30T00:39:07.823000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","1","ATIVO","ativo","devedora","","true","false","","691f786e7c888c8209822bb4","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","1.1","Ativo Circulante","ativo","devedora","1","true","false","","691f786e7c888c8209822bb5","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","1.1.1","Caixa","ativo","devedora","1.1","true","true","","691f786e7c888c8209822bb6","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","1.1.2","Bancos","ativo","devedora","1.1","true","true","","691f786e7c888c8209822bb7","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","1.1.3","Contas a Receber","ativo","devedora","1.1","true","true","","691f786e7c888c8209822bb8","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","2","PASSIVO","passivo","credora","","true","false","","691f786e7c888c8209822bb9","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","2.1","Passivo Circulante","passivo","credora","2","true","false","","691f786e7c888c8209822bba","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","2.1.1","Fornecedores","passivo","credora","2.1","true","true","","691f786e7c888c8209822bbb","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","2.1.2","Contas a Pagar","passivo","credora","2.1","true","true","","691f786e7c888c8209822bbc","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","3","PATRIMÔNIO LÍQUIDO","patrimonio_liquido","credora","","true","false","","691f786e7c888c8209822bbd","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","3.1","Capital Social","patrimonio_liquido","credora","3","true","true","","691f786e7c888c8209822bbe","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","4","RECEITAS","receita","credora","","true","false","","691f786e7c888c8209822bbf","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","4.1","Receitas Operacionais","receita","credora","4","true","false","","691f786e7c888c8209822bc0","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","4.1.1","Vendas","receita","credora","4.1","true","true","","691f786e7c888c8209822bc1","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","4.1.2","Serviços","receita","credora","4.1","true","true","","691f786e7c888c8209822bc2","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","5","DESPESAS","despesa","devedora","","true","false","","691f786e7c888c8209822bc3","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","5.1","Despesas Operacionais","despesa","devedora","5","true","false","","691f786e7c888c8209822bc4","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","5.1.1","Energia","despesa","devedora","5.1","true","true","","691f786e7c888c8209822bc5","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","5.1.2","Aluguel","despesa","devedora","5.1","true","true","","691f786e7c888c8209822bc6","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","5.1.3","Salários","despesa","devedora","5.1","true","true","","691f786e7c888c8209822bc7","2025-11-20T20:22:06.308000","2025-11-20T20:22:06.308000","691f77ab8d822917920b4ee5","false"
