company_id,dre_config_id,dre_line_id,source_type,source_id,operation,is_active,id,created_date,updated_date,created_by_id,is_sample
"691f786bcf15b38eaf75a544","692f93122bfcf359116960d1","despesas_operacionais","category","692f92721ca83b62234be259","add","true","695fb3bd874e02c73de6b8a6","2026-01-08T13:40:13.682000","2026-01-08T13:40:13.682000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","692f93122bfcf359116960d1","line_1766661597241","account","692f92738c846beed850bb25","subtract","true","694d1e62eec57a6bf7a5d9d0","2025-12-25T11:22:10.749000","2025-12-25T11:22:10.749000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","692f93122bfcf359116960d1","line_1766661597241","category","692f92721ca83b62234be25b","subtract","true","694d1e0e83f753bcad775469","2025-12-25T11:20:46.321000","2025-12-25T11:20:46.321000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","692f93122bfcf359116960d1","receita_bruta","account","691f786e7c888c8209822bc2","add","true","694d1d96a7deb7a7eb9ff967","2025-12-25T11:18:46.544000","2025-12-25T11:18:46.544000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","692f93122bfcf359116960d1","deducoes","account","692f92738c846beed850bb26","add","true","692f98b6d634763c900899d5","2025-12-03T01:56:06.589000","2025-12-03T01:56:06.589000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","692f93122bfcf359116960d1","receita_bruta","account","691f786e7c888c8209822bc1","add","true","692f963e9f1b11b6da0097be","2025-12-03T01:45:34.242000","2025-12-03T01:45:34.242000","691f77ab8d822917920b4ee5","false"
"691f786bcf15b38eaf75a544","692f93122bfcf359116960d1","receita_bruta","category","691f786ee14f5dee8a4abe57","add","true","692f9486b79799e2a6aecc08","2025-12-03T01:38:14.262000","2025-12-03T01:38:14.262000","691f77ab8d822917920b4ee5","false"
